Name,Last Name,First Name,Byrd,SI - Climate,Flagged - Climate + Energy,Operating Unit,Title,Flagged - Other,Award ID,Award Title,Awd PI,Co-I,Department Prop,Awd Dept,Award Alloc,College,Sponsor Name Prop,Fed/Non,Awd Spnsr,Awd Spnsr Level,Awd Spnsr Type,Prime Spnsr,Prime Spnsr Level,Prime Spnsr Type,Total Amt,Start Date,End Date,Discovery Theme,Award FY,Award Type,Reference,Ref Awd Num,CFDA
"Shafieezadeh, Abdollah",Shafieezadeh,Abdollah,,Yes,Flag,,,,GRT00048945,Collaborative Research: Downburst fragility characterization of transmission line systems using novel experimental and validated stochastic numerical simulations,"Shafieezadeh,Abdollah",,"Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,"NSF Div Civil, Mechanical & Maufact Innv",Fed,"NSF Div Civil, Mechanical & Maufact Innv",FED,NSF,,,,"209,596.00",08/01/2018,07/31/2021,Disc Theme- Energy Environ; Disc Theme- Health Wellness,2018,GR,1762918,1762918,47.041
"Shafieezadeh, Abdollah",Shafieezadeh,Abdollah,,Yes,Flag,,,,GRT00056069,Multi-hazard fragility modeling for transmission towers under typhoon and earthquake hazards,"Shafieezadeh,Abdollah","Hur, Jee Eun","Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,Korea Atomic Energy Research Institute,Non,Korea Atomic Energy Research Institute,OTHR,FRGN,,,,"40,000.00",07/01/2019,12/31/2019,Disc Theme- Energy Environ; Disc Theme- Health Wellness; Disc Theme-Transl Data Analyt,2020,GR,Agreement Dated 06.26.19,Agreement Dated 06.26.19,
"Shafieezadeh, Abdollah",Shafieezadeh,Abdollah,,Yes,Flag,,,,GRT00056895,Monitoring wind-induced vibrations of an A-frame transmission tower using a structural health monitoring system,"Shafieezadeh,Abdollah","Hur, Jee Eun","Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,American Electric Power,Non,American Electric Power,IND,INOH,,,,"52,000.00",09/04/2019,05/31/2020,Disc Theme- Energy Environ; Disc Theme- Health Wellness; Disc Theme-Transl Data Analyt,2020,CON,Contract #03037241,03037241,
"Shafieezadeh, Abdollah",Shafieezadeh,Abdollah,,Yes,Flag,,,,GRT00059530,Fragility models for overhead transmission infrastructure under geological hazards: Effects of soil-structure interactions on sloping grounds,"Shafieezadeh,Abdollah","Hur, Jee Eun","Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,Korea Atomic Energy Research Institute,Non,Korea Atomic Energy Research Institute,OTHR,FRGN,,,,"100,000.00",05/08/2020,12/31/2021,Disc Theme- Energy Environ; Disc Theme-Transl Data Analyt,2020,GR,Agt Dated 6.09.2020,Agt Dated 6.09.2020,
"Shah, Ajay",Shah,Ajay,,Yes,Flag,,,,GRT00035404,Formation of phenolic resin based interpenetrating polymer network from pyrolysis oil,"Shah,Ajay",,"OARDC Food, Ag & Bio Engr","OARDC Food, Ag & Bio Engr",100.00,Ohio Agric Research & Dev Ctr,Auburn University,Non,Auburn University,OTHR,COLL,National Institute of Food & Agriculture,FED,USDA,"34,998.00",12/04/2014,11/30/2017,Disc Theme- Energy Environ,2015,GR,15-AGR-373040-OSU,15-AGR-373040-OSU,10.310
"Shah, Ajay",Shah,Ajay,,Yes,Flag,,,,GRT00035959,Improving biomass feedstock transportation efficiency economics and emissions via real-time decision support tools and best management practices,"Shah,Ajay",,"OARDC Food, Ag & Bio Engr","OARDC Food, Ag & Bio Engr",100.00,Ohio Agric Research & Dev Ctr,Iowa State Univ,Non,Iowa State Univ,OTHR,COLL,US Department of Transportation,FED,DOT,"159,988.00",10/01/2014,09/30/2015,Disc Theme- Energy Environ,2015,GR,404-40-70,404-40-70,20.761
"Shah, Ajay",Shah,Ajay,,Yes,Flag,,,,GRT00043327,I-Corps Site Technology Innovation and Entrepreneurial Preparation Grant: Mini Grants,"Shah,Ajay",,"OARDC Food, Ag & Bio Engr","OARDC Food, Ag & Bio Engr",100.00,Ohio Agric Research & Dev Ctr,Univ of Akron,Non,Univ of Akron,OTHR,COLL,NSF Office of Cyberinfrastructure,FED,NSF,"2,500.00",02/05/2016,12/31/2016,Disc Theme- Energy Environ,2016,GR,535326-OSU 8,535326-OSU 8,47.080
"Shah, Ajay",Shah,Ajay,,Yes,Flag,,,,GRT00045152,Novel bio-chars conditioned with nutrients from northeastern forestry feedstocks and their land application to enhance environmental sustainability of agricultural production systems,"Shah,Ajay",,"OARDC Food, Ag & Bio Engr","OARDC Food, Ag & Bio Engr",100.00,Ohio Agric Research & Dev Ctr,West Virginia Univ,Non,West Virginia Univ,OTHR,COLL,National Institute of Food & Agriculture,FED,USDA,"44,989.00",04/01/2017,05/31/2019,Disc Theme- Energy Environ; Disc Theme- Food Prodn Sec,2018,GR,16-710-OSU,16-710-OSU,10.320
"Shah, Ajay",Shah,Ajay,,Yes,Flag,,,,GRT00045169,Improving biofuels production: A novel whole-plant corn based feedstock supply system,"Shah,Ajay","Ezeji, Thaddeus Chukwuemeka; Keener, Harold Marion; Shearer, Scott Allan","Food, Agr & Biological Eng","Food, Agr & Biological Eng",2.00,"College of Food, Ag & Environ",National Institute of Food & Agriculture,Fed,National Institute of Food & Agriculture,FED,USDA,,,,"482,448.00",07/01/2017,06/30/2020,Disc Theme- Food Prodn Sec,2017,GR,2.0176702126e+13,20176702126141,10.310
"Shah, Ajay",Shah,Ajay,,Yes,Flag,,,,GRT00047431,Production of RoofMaxx in Ohio,"Shah,Ajay",,"OARDC Food, Ag & Bio Engr","OARDC Food, Ag & Bio Engr",100.00,Ohio Agric Research & Dev Ctr,Ohio Soybean Cncl,Non,Ohio Soybean Cncl,OTHR,PRVT,,,,"35,243.00",04/01/2017,03/31/2018,Disc Theme- Food Prodn Sec,2017,GR,OSC 17-D-34,OSC 17-D-34,
"Shah, Ajay",Shah,Ajay,,Yes,Flag,,,,GRT00050398,RoofMaxx,"Shah,Ajay",,"OSUE-Food, Agr & Bio Engr","OARDC Food, Ag & Bio Engr",15.00,Ohio Agric Research & Dev Ctr,Ohio Soybean Cncl,Non,Ohio Soybean Cncl,OTHR,PRVT,,,,"49,000.00",04/18/2018,12/31/2019,Disc Theme- Energy Environ,2018,GR,OSC 18-D-32,OSC 18-D-32,
"Shah, Ajay",Shah,Ajay,,Yes,Flag,,,,GRT00051938,Faculty for the future fellowship: Juliana Vasco Correa,"Shah,Ajay",,"OARDC Food, Ag & Bio Engr","OARDC Food, Ag & Bio Engr",100.00,Ohio Agric Research & Dev Ctr,Schlumberger Foundation,Non,Schlumberger Foundation,OTHR,PRVT,,,,"40,000.00",07/01/2018,07/31/2019,Disc Theme- Energy Environ,2019,GR,MOU dated 6/25/2018,MOU dated 6/25/2018,
"Shah, Ajay",Shah,Ajay,,Yes,Flag,,,,GRT00053186,Development of resources and tools to improve oil content and quality in pennycress,"Shah,Ajay",,"OARDC Food, Ag & Bio Engr","OARDC Food, Ag & Bio Engr",100.00,Ohio Agric Research & Dev Ctr,Univ of North Texas,Non,Univ of North Texas,OTHR,COLL,US Department of Energy,FED,DOE,"195,158.00",09/01/2018,08/31/2020,Disc Theme- Energy Environ,2019,GR,GF70041-1,GF70041-1,81.049
"Shah, Ajay",Shah,Ajay,,Yes,Flag,,,,GRT00055667,Whole-plant based feedstock supply system for biobased industries,"Shah,Ajay","Cornish, Katrina ; Culman, Steven William; Khanal, Sami ; Shearer, Scott Allan; Witter, Jonathan D",OARDC Hort & Crop Science,"OARDC Food, Ag & Bio Engr",3.00,Ohio Agric Research & Dev Ctr,National Institute of Food & Agriculture,Fed,National Institute of Food & Agriculture,FED,USDA,,,,"993,233.00",04/15/2019,04/14/2022,Disc Theme- Energy Environ,2019,GR,2.0196701929e+13,20196701929310,10.310
"Sharp, Jeff",Sharp,Jeff,,Yes,No,,,,GRT00021131,"Joint scientist position between the USDA Forest Service, Northern Research Station and the Ohio State University, School of Environment and Natural Resources","Sharp,Jeff S",,Sch of Environ & Natural Res,Sch of Environ & Natural Res,100.00,"College of Food, Ag & Environ",USDA Forest Service,Fed,USDA Forest Service,FED,USDA,,,,"15,000.00",08/03/2010,08/03/2015,,2015,CP,10-JV-11242302-070,10-JV-11242302-070,NA
"Shoots-Reinhard, Brittany",Shoots-Reinhard,Brittany,,Yes,Flag,,,Flag,GRT00053898,Distracted Driving Research,"Shoots-Reinhard,Brittany Leigh","Peters, Ellen M",Psychology,Psychology,100.00,Arts and Sciences,OH Dept of Transportation,Non,OH Dept of Transportation,OHIO,OHIO,,,,"76,803.00",03/06/2019,05/31/2020,Disc Theme- Health Wellness,2019,CON,Agreement #: 33275,Agreement #: 33275,
"Shoots-Reinhard, Brittany",Shoots-Reinhard,Brittany,,Yes,Flag,,,Flag,GRT00055657,Improving young driver safety communication with an evidence-based approach,"Shoots-Reinhard,Brittany Leigh","Chen, Zhenhua ; Renaud, Philip S.",Knowlton Schl of Architecture,Psychology,11.00,Arts and Sciences,OH Dept of Public Safety,Non,OH Dept of Public Safety,OHIO,OHIO,US Department of Transportation,FED,DOT,"130,979.92",10/01/2018,09/30/2019,Disc Theme- Health Wellness,2020,GR,GG-2019--00029,GG-2019--00029,20.600
"Shoots-Reinhard, Brittany",Shoots-Reinhard,Brittany,,Yes,Flag,,,Flag,GRT00057474,An evidence-based approach to young driver safety communication and distracted driving prevention,"Shoots-Reinhard,Brittany Leigh","Chen, Zhenhua ; Renaud, Philip S.",Knowlton Schl of Architecture,Psychology,11.00,Arts and Sciences,OH Dept of Public Safety,Non,OH Dept of Public Safety,OHIO,OHIO,US Department of Transportation,FED,DOT,"226,627.73",10/01/2019,09/30/2020,Disc Theme- Health Wellness,2020,GR,GG-2020-00015,GG-2020-00015,20.600
"Shoots-Reinhard, Brittany",Shoots-Reinhard,Brittany,,Yes,Flag,,,Flag,GRT00058965,Transportation safety,"Shoots-Reinhard,Brittany Leigh",,Psychology,Psychology,100.00,Arts and Sciences,Research Institute at Nationwide Childrn,Non,Research Institute at Nationwide Childrn,OTHR,PRVT,,,,"15,407.50",02/01/2020,06/30/2020,Disc Theme- Health Wellness,2020,GR,40307-0003,40307-0003,
"Shum, C. K.",Shum,C. K.,Yes,Yes,Maybe,Earth Sciences,,,GRT00047054,Contemporary geodetic remote sensing measurements to improve great lakes observing and forecasting,"Shum,Che-Kwan",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Univ of Michigan,Non,Univ of Michigan,OTHR,COLL,Nat Oceanic & Atmospheric Admin,FED,DOC,"100,000.00",05/01/2017,08/31/2018,Disc Theme- None Selected,2018,GR,3004491689,3004491689,11.432
"Shum, C. K.",Shum,C. K.,Yes,Yes,Maybe,Earth Sciences,,,GRT00047792,Innovative geopotential modeling from satellite tracking for climate change,"Shum,Che-Kwan",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Nat Geospatial-Intelligence Agcy,Fed,Nat Geospatial-Intelligence Agcy,FED,DOD,,,,"143,864.00",04/30/2018,08/31/2019,Disc Theme- Energy Environ,2018,GR,HM04761812003,HM04761812003,12.630
"Shum, C. K.",Shum,C. K.,Yes,Yes,Maybe,Earth Sciences,,,GRT00049611,Development of CYGNSS constellation delays-doppler map retrieval of GNSS-R altimetric sea surface heights,"Shum,Che-Kwan","Yi, Yuchan",Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"285,627.00",07/01/2018,06/30/2021,Disc Theme- None Selected,2018,GR,80NSSC18K0703,80NSSC18K0703,43.001
"Shum, C. K.",Shum,C. K.,Yes,Yes,Maybe,Earth Sciences,,,GRT00052577,"The Cooperative Institute for Great Lakes Research (CIGL): A proposal to the Office of Oceanic and Atmospheric Research, NOAA, for a new regional research institute","Shum,Che-Kwan","Jia, Yuanyuan",Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Univ of Michigan,Non,Univ of Michigan,OTHR,COLL,Nat Oceanic & Atmospheric Admin,FED,DOC,"49,998.00",07/01/2018,09/30/2019,Disc Theme- None Selected,2019,CP,SUBK00009334,SUBK00009334,11.432
"Shum, C. K.",Shum,C. K.,Yes,Yes,Maybe,Earth Sciences,,,GRT00054309,The Cooperative Institute for Great Lakes Research (CIGLR): Support of an improved establishment and maintenance of the International Great Lakes Datum,"Shum,Che-Kwan",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Univ of Michigan,Non,Univ of Michigan,OTHR,COLL,Nat Oceanic & Atmospheric Admin,FED,DOC,"84,960.00",03/01/2019,02/29/2020,Disc Theme- None Selected,2019,GR,SUBK00011011,SUBK00011011,11.432
"Shum, C. K.",Shum,C. K.,Yes,Yes,Maybe,Earth Sciences,,,GRT00054310,The Cooperative Institute for Great Lakes Research (CIGLR): Ice thickness retrieval using satellite altimetry for assimilative lake forecasting studies,"Shum,Che-Kwan",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Univ of Michigan,Non,Univ of Michigan,OTHR,COLL,Nat Oceanic & Atmospheric Admin,FED,DOC,"24,995.00",01/01/2019,12/31/2019,Disc Theme- None Selected,2019,GR,SUBL00011010,SUBK00011010,11.432
"Shum, C. K.",Shum,C. K.,Yes,Yes,Maybe,Earth Sciences,,,GRT00056278,Development and support of The CoastWatch Node for operational Great Lakes monitoring using satellite altimetry,"Shum,Che-Kwan",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Univ of Michigan,Non,Univ of Michigan,OTHR,COLL,Nat Oceanic & Atmospheric Admin,FED,DOC,"69,980.00",09/01/2019,08/31/2020,Disc Theme- None Selected,2020,CP,SUBK00011366,SUBK00011366,11.432
"Shum, C. K.",Shum,C. K.,Yes,Yes,Maybe,Earth Sciences,,,GRT00056279,"The Cooperative Institute for Great Lakes Research (CIGL): A proposal to the Office of Oceanic and Atmospheric Research, NOAA, for a new regional research institute","Shum,Che-Kwan",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Univ of Michigan,Non,Univ of Michigan,OTHR,COLL,Nat Oceanic & Atmospheric Admin,FED,DOC,"85,466.00",09/01/2019,08/31/2020,Disc Theme- None Selected,2020,CP,SUBK00011368,SUBK00011368,11.432
"Shum, C. K.",Shum,C. K.,Yes,Yes,Maybe,Earth Sciences,,,GRT00056321,Solid Earth deformation sensing using multi-decadal satellite altimetry,"Shum,Che-Kwan","Jia, Yuanyuan ; Yi, Yuchan",Earth Sciences,Earth Sciences,50.00,Arts and Sciences,NASA Headquarters,Fed,NASA Headquarters,FED,NASA,,,,"193,826.00",01/09/2020,01/08/2023,Disc Theme- None Selected,2020,GR,80NSSC20K0494,80NSSC20K0494,43.001
"Shum, C. K.",Shum,C. K.,Yes,Yes,Maybe,Earth Sciences,,,GRT00056960,Gravity and Remote Sensing Observational System for Water Resources Management in India (GO-Water India),"Shum,Che-Kwan","Guo, Junyi",Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Univ of Nebraska,Non,Univ of Nebraska,OTHR,COLL,US Department of State,FED,DOST,"52,874.00",12/16/2019,12/15/2021,Disc Theme- None Selected,2020,CP,45-2402-1031-307,45-2402-1031-307,19.040
"Shum, C. K.",Shum,C. K.,Yes,Yes,Maybe,Earth Sciences,,,GRT00058212,"The Cooperative Institute for Great Lakes Research (CIGLR): A Proposal to the Office of Oceanic and Atmospheric Research, NOAA, for a new Regional Research Institute","Shum,Che-Kwan",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Univ of Michigan,Non,Univ of Michigan,OTHR,COLL,Nat Oceanic & Atmospheric Admin,FED,DOC,"25,000.00",01/01/2020,12/31/2020,Disc Theme- None Selected,2020,CP,SUBK00012811,SUBK00012811,11.432
"Sintov, Nicole",Sintov,Nicole,,Yes,Maybe,,,,GRT00048212,CompSustNet: Expanding the horizons of computational sustainability,"Sintov,Nicole D",,Sch of Environ & Natural Res,Sch of Environ & Natural Res,50.00,"College of Food, Ag & Environ",Cornell University,Non,Cornell University,OTHR,COLL,NSF Div Computing & Communication Fdn,FED,NSF,"119,523.00",06/01/2017,11/30/2020,Disc Theme- Energy Environ,2018,GR,72954-10868,72954-10868,47.070
"Sintov, Nicole",Sintov,Nicole,,Yes,Maybe,,,,GRT00053789,"INFEWS/T3 RCN: Cultivating a national collaborative for research on food, energy, and water education (NC-FEW)","Sintov,Nicole D",,Sch of Environ & Natural Res,Sch of Environ & Natural Res,100.00,"College of Food, Ag & Environ",Univ of Nebraska,Non,Univ of Nebraska,OTHR,COLL,NSF Behavioral & Cognitive Sciences,FED,NSF,"17,117.00",09/01/2019,07/31/2024,Disc Theme- Energy Environ,2020,GR,25-6238-0905-005,25-6238-0905-005,47.075
"Sintov, Nicole",Sintov,Nicole,,Yes,Maybe,,,,GRT00054663,Eliciting ridesourcing drivers' preferences and perceptions of electric vehicles,"Sintov,Nicole D",,Sch of Environ & Natural Res,Sch of Environ & Natural Res,100.00,"College of Food, Ag & Environ",Univ of California - Los Angeles,Non,Univ of California - Los Angeles,OTHR,COLL,Environmental Law Institute,OTHR,PRVT,"23,308.00",11/01/2018,10/31/2019,Disc Theme- Energy Environ,2019,GR,2155 G WA967,2155 G WA967,
"Sioshansi, Ramteen",Sioshansi,Ramteen,,Yes,Flag,,,,GRT00027965,Photovoltaic capacity credit study,"Sioshansi,Ramteen Mehr",,Integrated Systems Engineering,Integrated Systems Engineering,100.00,College of Engineering,"Alliance for Sustainable Energy, LLC",Non,"Alliance for Sustainable Energy, LLC",OTHR,PRVT,US Department of Energy,FED,DOE,"58,376.00",05/02/2012,12/30/2015,,2015,CON,AGN-2-22165-01,AGN-2-22165-01,
"Sioshansi, Ramteen",Sioshansi,Ramteen,,Yes,Flag,,,,GRT00037513,Wholesale and retail market design for incentivizing renewable adoption,"Sioshansi,Ramteen Mehr",,Integrated Systems Engineering,Integrated Systems Engineering,100.00,College of Engineering,Econ Res Inst for ASEAN and East Asia,Non,Econ Res Inst for ASEAN and East Asia,OTHR,PRVT,,,,"8,000.00",01/01/2015,06/30/2015,Disc Theme- Energy Environ,2015,CON,ERIA-RD/RE-001-001-411/04/FY14,ERIA-RD/RE-001-001-411/04/FY14,
"Sioshansi, Ramteen",Sioshansi,Ramteen,,Yes,Flag,,,,GRT00045572,Concentrating solar power grid storage,"Sioshansi,Ramteen Mehr",,Integrated Systems Engineering,Integrated Systems Engineering,100.00,College of Engineering,Nat Renewable Energy Lab,Non,Nat Renewable Energy Lab,OTHR,PRVT,US Department of Energy,FED,DOE,"90,622.52",02/06/2017,09/30/2017,Disc Theme- Energy Environ,2017,CON,XEJ-7-70018-01,XEJ-7-70018-01,"Contract, N/A"
"Sioshansi, Ramteen",Sioshansi,Ramteen,,Yes,Flag,,,,GRT00047505,Energy storage capacity valuation,"Sioshansi,Ramteen Mehr",,Integrated Systems Engineering,Integrated Systems Engineering,100.00,College of Engineering,Electric Power Res Inst Inc,Non,Electric Power Res Inst Inc,OTHR,PRVT,,,,"87,386.00",08/08/2017,06/30/2018,Disc Theme- Energy Environ,2018,CON,00-10007617,00-10007617,
"Sioshansi, Ramteen",Sioshansi,Ramteen,,Yes,Flag,,,,GRT00049396,EPCN: Solving electricity-expansion problems efficiently via decomposition (SEEPED),"Sioshansi,Ramteen Mehr","Conejo Navarro, Antonio Jesus",Electrical & Computer Engr.,Integrated Systems Engineering,4.00,College of Engineering,"NSF DIV Elect, Comm, & CyberSystems",Fed,"NSF DIV Elect, Comm, & CyberSystems",FED,NSF,,,,"307,203.00",06/01/2018,07/31/2021,Disc Theme- Energy Environ,2018,GR,1808169,1808169,47.041
"Sioshansi, Ramteen",Sioshansi,Ramteen,,Yes,Flag,,,,GRT00057289,NRT-HDR: Convergent graduate training and EmPOWERment for a sustainable energy future,"Sioshansi,Ramteen Mehr","Agarwal, Anant K; Bielicki, Jeffrey M; Blanco, Christian ; Carlarne, Cinnamon Pinon; Froyd, Jeffrey E; Irwin, Elena ; Jacquet, Jeffrey B; Mayhew, Matthew ; Newton, Elizabeth K; Quiring, Steven M; Ramnath, Rajiv ; Sayre, Jay R; Shah, Ajay ; Sintov, Nicole",Sch of Environ & Natural Res,Integrated Systems Engineering,1.00,College of Engineering,NSF Div Graduate Educ & Res Development,Fed,NSF Div Graduate Educ & Res Development,FED,NSF,,,,"2,980,383.00",09/01/2019,08/31/2024,Disc Theme- Energy Environ; Disc Theme-Transl Data Analyt,2020,GR,1922666,1922666,47.076
"Slater, Brian",Slater,Brian,,Yes,No,,,,GRT00036520,Gridded soil series mapping by disaggregation of soil mapping units over large areas,"Slater,Brian K","Subburayalu, Sakthi Kumaran",Sch of Environ & Natural Res,Sch of Environ & Natural Res,100.00,"College of Food, Ag & Environ",Natural Resources Conservation Service,Fed,Natural Resources Conservation Service,FED,USDA,,,,"111,658.00",09/15/2014,09/30/2016,Disc Theme- Energy Environ; Disc Theme- Food Prodn Sec,2015,CP,68-7482-14-522,68-7482-14-522,10.903
"Slater, Brian",Slater,Brian,,Yes,No,,,,GRT00056313,Using AVIRIS imagery to map spatial viability of soil carbon across diverse agricultural management systems,"Slater,Brian K","Zhao, Kaiguang",Sch of Environ & Natural Res,Sch of Environ & Natural Res,100.00,"College of Food, Ag & Environ",Central State University,Non,Central State University,OTHR,COLL,NASA Headquarters,FED,NASA,"20,150.00",10/01/2017,09/30/2020,Disc Theme- Energy Environ,2020,GR,8222-001,8222-001,43.001
"Sohngen, Brent",Sohngen,Brent,,,No,,,,GRT00029894,Analysis of global impacts from renewable fuel production and policies using the global timber model (GTM) and dynamic global forest and agriculture model (D-GFAM),"Sohngen,Brent Laboiteaux",,"Agric, Evrnml & Dev Econ","Agric, Evrnml & Dev Econ",100.00,"College of Food, Ag & Environ",Res Triangle Inst,Non,Res Triangle Inst,OTHR,PRVT,Environmental Protection Agency,FED,EPA,"115,438.84",08/01/2012,07/31/2016,,2015,CON,7-312-0213244,7-312-0213244,n/a
"Sohngen, Brent",Sohngen,Brent,,,No,,,,GRT00035397,Will global change jeopardize the US forest carbon sink?,"Sohngen,Brent Laboiteaux",,"Agric, Evrnml & Dev Econ","Agric, Evrnml & Dev Econ",100.00,"College of Food, Ag & Environ",Purdue Univ,Non,Purdue Univ,OTHR,COLL,National Institute of Food & Agriculture,FED,USDA,"82,214.00",01/01/2015,12/31/2016,Disc Theme- Energy Environ,2015,GR,8000066472-AG,8000066472-AG,10.310
"Sohngen, Brent",Sohngen,Brent,,,No,,,,GRT00038250,Climate economic model development and analysis of global forestry and agriculture,"Sohngen,Brent Laboiteaux",,"Agric, Evrnml & Dev Econ","Agric, Evrnml & Dev Econ",100.00,"College of Food, Ag & Environ",Res Triangle Inst,Non,Res Triangle Inst,OTHR,PRVT,Environmental Protection Agency,FED,EPA,"18,509.00",01/26/2015,03/31/2015,Disc Theme- Energy Environ,2015,CON,888-15-05-24,888-15-05-24,N/A
"Sohngen, Brent",Sohngen,Brent,,,No,,,,GRT00039337,"Forestry, agriculture, and bioenergy modeling with GTM and GFAM models","Sohngen,Brent Laboiteaux",,"Agric, Evrnml & Dev Econ","Agric, Evrnml & Dev Econ",100.00,"College of Food, Ag & Environ",Res Triangle Inst,Non,Res Triangle Inst,OTHR,PRVT,Environmental Protection Agency,FED,EPA,"78,000.00",01/04/2016,07/26/2016,Disc Theme- None Selected,2016,CON,7-312-0213426-52490L,7-312-0213426-52490L,N/A
"Sohngen, Brent",Sohngen,Brent,,,No,,,,GRT00040951,"Task 3: Forestry, agriculture, and bioenergy modeling with GTM and GFAM models","Sohngen,Brent Laboiteaux",,"Agric, Evrnml & Dev Econ","Agric, Evrnml & Dev Econ",100.00,"College of Food, Ag & Environ",Res Triangle Inst,Non,Res Triangle Inst,OTHR,PRVT,Environmental Protection Agency,FED,EPA,"27,624.40",07/01/2016,12/31/2016,Disc Theme- Energy Environ; Disc Theme- Food Prodn Sec,2017,CON,7-312-0213426-52490L,7-312-0213426-52490L,N/A
"Sohngen, Brent",Sohngen,Brent,,,No,,,,GRT00044492,Adaptation to Climate Change in forestry: A Plot-Level econometric analysis of forest management in the conterminous United States,"Sohngen,Brent Laboiteaux",,"Agric, Evrnml & Dev Econ","Agric, Evrnml & Dev Econ",100.00,"College of Food, Ag & Environ",Oregon State Univ,Non,Oregon State Univ,OTHR,COLL,National Institute of Food & Agriculture,FED,USDA,"230,445.00",06/15/2017,06/14/2020,Disc Theme- Energy Environ,2018,GR,C0513A-A,C0513A-A,10.310
"Sohngen, Brent",Sohngen,Brent,,,No,,,,GRT00047425,Modeling Alternative Scenarios of Biomass for Bioenergy from the Forestry Sector Using the GTM,"Sohngen,Brent Laboiteaux",,"Agric, Evrnml & Dev Econ","Agric, Evrnml & Dev Econ",100.00,"College of Food, Ag & Environ",Res Triangle Inst,Non,Res Triangle Inst,OTHR,PRVT,Environmental Protection Agency,FED,EPA,"44,415.00",03/23/2017,07/31/2017,Disc Theme- Energy Environ,2017,CON,4-312-0215574-52874L,4-312-0215574-52874L,N/A
"Sohngen, Brent",Sohngen,Brent,,,No,,,,GRT00047678,"Economic modeling and analysis of climate change mitigation, impacts, and adaption","Sohngen,Brent Laboiteaux",,"Agric, Evrnml & Dev Econ","Agric, Evrnml & Dev Econ",100.00,"College of Food, Ag & Environ",Res Triangle Inst,Non,Res Triangle Inst,OTHR,PRVT,Environmental Protection Agency,FED,EPA,"85,000.00",02/01/2017,12/31/2017,Disc Theme- None Selected,2017,CON,11-312-0213426-52905L,11-312-0213426-52905L,N/A
"Sohngen, Brent",Sohngen,Brent,,,No,,,,GRT00050867,"Economic modeling and analysis of environmental, energy and climate issues","Sohngen,Brent Laboiteaux",,"Agric, Evrnml & Dev Econ","Agric, Evrnml & Dev Econ",100.00,"College of Food, Ag & Environ",Res Triangle Inst,Non,Res Triangle Inst,OTHR,PRVT,Environmental Protection Agency,FED,EPA,"57,302.00",01/01/2018,08/22/2018,Disc Theme- None Selected,2018,CON,15-312-0213426-65186L,15-312-0213426-65186L,N/A
"Sohngen, Brent",Sohngen,Brent,,,No,,,,GRT00052701,Analysis and economic modeling and Clean Air Act issues,"Sohngen,Brent Laboiteaux",,"Agric, Evrnml & Dev Econ","Agric, Evrnml & Dev Econ",100.00,"College of Food, Ag & Environ",Res Triangle Inst,Non,Res Triangle Inst,OTHR,PRVT,Environmental Protection Agency,FED,EPA,"55,112.00",06/17/2019,04/23/2020,Disc Theme- None Selected,2020,CON,7-312-0216377-65613L,7-312-0216377-65613L,
"Sridhar, Narasi",Sridhar,Narasi,,Yes,Flag,,,,GRT00054094,Initiation and transition of stress grooving to cracking of line pipe steels in sour environments,"Sridhar,Narasi","Mills, Michael John; Viswanathan, Gopal Babu",CEMAS,Materials Science Engineering,1.00,College of Engineering,Exxon Corp,Non,Exxon Corp,IND,INOT,,,,"520,410.00",12/01/2018,11/30/2021,Disc Theme- Energy Environ,2019,GR,EM11675,EM11675,
"Sridhar, Narasi",Sridhar,Narasi,,Yes,Flag,,,,GRT00056584,Database for power plant FGD and wastewater corrosion modeling,"Sridhar,Narasi",,Materials Science Engineering,Materials Science Engineering,100.00,College of Engineering,Electric Power Res Inst Inc,Non,Electric Power Res Inst Inc,OTHR,PRVT,,,,"36,752.00",11/06/2019,09/30/2020,Disc Theme- Energy Environ,2020,GR,10011697,10011697,
"Stagge, Jim ",Stagge,Jim ,Yes,,No,,,,GRT00052918,Synthesizing drought characteristics prediction to inform drought resiliency decisions from days to years,"Stagge,James H",,"Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,Utah State Univ,Non,Utah State Univ,OTHR,COLL,US Department of the Interior,FED,DOIN,"5,480.00",08/01/2018,11/01/2019,Disc Theme- None Selected,2019,GR,201797-614,201797-614,15.557
